Name,Sex,Event,Equipment,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Federation
Lifter 281,M,SBD,Raw,35.0,58.8,103.7,73.4,152.9,330.0,186.5,USAPL
Lifter 282,M,SBD,Raw,,76.7,158.5,100.5,105.2,364.2,168.6,IPF
Lifter 283,M,SBD,Raw,32.0,106.1,201.8,145.0,229.3,576.1,209.1,IPF
Lifter 284,M,SBD,Raw,38.0,81.3,145.7,87.4,190.6,423.7,187.8,WRPF
Lifter 285,M,SBD,Multi-ply,23.0,66.0,118.2,81.3,129.9,329.4,170.7,USAPL
Lifter 286,M,SBD,Multi-ply,35.0,86.6,190.6,130.9,256.5,578.0,244.3,USPA
Lifter 287,M,SBD,Raw,26.0,103.0,142.2,126.8,231.0,500.0,185.6,USAPL
Lifter 288,M,SBD,Raw,33.0,102.2,149.7,138.9,234.7,523.3,195.4,USAPL
Lifter 289,M,SBD,Single-ply,25.0,92.9,203.5,103.5,225.6,532.6,213.6,IPF
Lifter 290,F,SBD,Raw,62.0,64.9,48.7,27.0,39.3,115.0,60.4,USPA
Lifter 291,M,SBD,Wraps,,96.1,166.1,107.9,155.6,429.6,168.0,IPF
Lifter 292,F,SBD,Raw,34.0,60.3,87.4,39.9,50.7,178.0,98.7,IPF
Lifter 293,M,SBD,Wraps,53.0,103.1,123.6,80.4,156.5,360.5,133.7,IPF
Lifter 294,F,SBD,Raw,30.0,87.3,87.7,68.6,111.7,268.0,112.6,USAPL
Lifter 295,F,SBD,Raw,49.0,90.6,102.8,65.3,106.6,274.7,112.3,USPA
Lifter 296,F,SBD,Single-ply,40.0,78.4,86.6,51.2,90.1,227.9,103.8,IPF
Lifter 297,F,SBD,Wraps,30.0,72.5,100.7,50.8,89.6,241.1,116.4,WRPF
Lifter 298,F,SBD,Single-ply,42.0,90.7,116.8,31.1,101.9,249.8,102.0,USPA
Lifter 299,M,SBD,Raw,46.0,73.3,133.2,94.9,103.3,331.4,158.7,IPF
Lifter 300,F,SBD,Multi-ply,35.0,47.4,76.6,61.0,96.1,233.7,155.2,USAPL
Lifter 301,M,SBD,Raw,45.0,92.9,179.5,97.1,167.1,443.7,177.9,USAPL
Lifter 302,M,SBD,Raw,43.0,79.1,140.4,59.4,143.7,343.5,155.4,IPF
Lifter 303,M,SBD,Wraps,39.0,113.2,153.5,139.3,223.9,516.7,178.7,WRPF
Lifter 304,F,SBD,Raw,25.0,88.0,105.5,76.7,115.9,298.1,124.5,USPA
Lifter 305,M,SBD,Multi-ply,38.0,103.8,211.6,105.4,246.2,563.2,207.8,USPA
Lifter 306,M,SBD,Raw,19.0,97.0,163.0,121.2,166.2,450.4,174.9,IPF
Lifter 307,M,SBD,Single-ply,35.0,69.6,135.7,77.5,152.1,365.3,181.9,USAPL
Lifter 308,M,SBD,Raw,41.0,70.7,124.3,94.6,110.8,329.7,162.3,USPA
Lifter 309,M,SBD,Raw,,84.0,137.3,83.9,154.0,375.2,162.3,USAPL
Lifter 310,M,SBD,Raw,45.0,52.4,89.2,64.7,114.2,268.1,165.2,IPF
Lifter 311,m,SBD,Raw,31.0,97.7,146.7,108.5,170.9,426.1,164.5,USAPL
Lifter 312,M,SBD,Raw,28.0,90.4,129.3,97.3,209.7,436.3,178.6,IPF
Lifter 313,M,SBD,Raw,43.0,93.0,134.6,85.3,148.9,368.8,147.8,IPF
Lifter 314,M,SBD,Raw,53.0,123.3,139.0,107.4,207.0,453.4,147.0,IPF
Lifter 315,M,SBD,Raw,37.0,69.1,114.6,101.1,150.6,366.3,183.4,USAPL
Lifter 316,M,SBD,Wraps,52.0,94.7,172.7,117.0,169.5,459.2,181.5,USAPL
Lifter 317,F,SBD,Raw,30.0,62.5,82.6,54.5,56.4,193.5,104.5,USPA
Lifter 318,M,SBD,Wraps,29.0,117.5,247.0,135.6,196.3,578.9,194.7,USAPL
Lifter 319,F,SBD,Raw,48.0,90.6,75.3,43.8,103.7,222.8,91.0,USAPL
Lifter 320,F,SBD,Raw,41.0,97.4,85.6,64.3,136.0,285.9,110.7,IPF
Lifter 321,M,SBD,Raw,26.0,72.7,97.9,73.6,233.2,404.7,195.1,IPF
Lifter 322,M,SBD,Raw,55.0,98.2,127.0,,147.8,,136.8,USPA
Lifter 323,M,SBD,Raw,35.0,102.2,154.2,70.1,153.7,378.0,141.1,USAPL
Lifter 324,F,SBD,Raw,36.0,88.9,116.7,55.0,106.1,277.8,115.1,USAPL
Lifter 325,M,SBD,Wraps,57.0,70.6,85.2,61.0,94.0,240.2,118.3,IPF
Lifter 326,F,SBD,Multi-ply,53.0,72.9,74.6,61.8,87.4,223.8,107.6,IPF
Lifter 327,M,SBD,Raw,51.0,82.7,158.9,78.7,166.9,404.5,177.0,IPF
Lifter 328,M,SBD,Multi-ply,30.0,105.9,201.8,132.9,272.5,607.2,220.7,USAPL
Lifter 329,M,SBD,Raw,39.0,92.1,137.2,110.2,159.2,406.6,164.1,IPF
Lifter 330,F,SBD,Raw,41.0,61.1,81.9,43.9,62.3,188.1,103.3,USPA
Lifter 331,M,SBD,Raw,28.0,75.3,144.0,103.4,144.7,392.1,184.1,USAPL
Lifter 332,F,SBD,Single-ply,26.0,72.8,101.0,55.6,74.2,230.8,111.1,USPA
Lifter 333,F,SBD,Raw,34.0,74.5,93.2,50.1,93.6,236.9,112.1,IPF
Lifter 334,M,SBD,Raw,45.0,89.4,175.6,,165.8,,183.8,USPA
Lifter 335,M,SBD,Raw,20.0,103.8,128.9,112.5,157.4,398.8,147.2,WRPF
Lifter 336,M,SBD,Single-ply,37.0,116.8,163.8,158.0,172.0,493.8,166.8,USAPL
Lifter 337,F,SBD,Raw,26.0,70.6,79.9,63.3,111.6,254.8,125.5,IPF
Lifter 338,M,SBD,Raw,46.0,82.7,156.2,96.1,146.1,398.4,174.3,IPF
Lifter 339,F,SBD,Raw,39.0,71.8,83.9,54.3,136.6,274.8,133.7,IPF
Lifter 340,M,SBD,Raw,26.0,98.7,114.5,123.0,172.4,409.9,157.1,IPF
Lifter 341,F,SBD,Wraps,46.0,65.9,74.5,51.3,78.4,204.2,105.9,WRPF
Lifter 342,F,SBD,Wraps,39.0,62.2,94.3,,95.8,,129.9,USAPL
Lifter 343,M,SBD,Raw,34.0,87.9,217.8,82.9,149.7,450.4,188.3,IPF
Lifter 344,F,SBD,Raw,63.0,63.2,47.5,30.6,61.6,139.7,74.8,USAPL
Lifter 345,F,SBD,Raw,35.0,47.8,53.3,43.0,59.3,155.6,102.7,IPF
Lifter 346,F,SBD,Raw,31.0,88.9,99.3,66.5,105.6,271.4,112.5,IPF
Lifter 347,M,SBD,Raw,42.0,60.5,130.1,89.5,144.5,364.1,201.4,IPF
Lifter 348,M,SBD,Raw,56.0,89.2,101.4,80.3,135.1,316.8,131.0,USAPL
Lifter 349,M,SBD,Raw,20.0,114.6,160.2,106.2,224.9,491.3,168.3,WRPF
Lifter 350,M,SBD,Raw,49.0,94.3,184.7,122.1,125.8,432.6,171.5,USPA
Lifter 351,M,SBD,Raw,43.0,90.6,162.9,93.1,161.1,417.1,170.4,USAPL
Lifter 352,M,SBD,Raw,53.0,54.3,104.5,65.7,110.9,281.1,168.6,USPA
Lifter 353,M,SBD,Single-ply,50.0,89.4,95.7,110.7,172.4,378.8,156.3,USPA
Lifter 354,M,SBD,Raw,40.0,117.1,145.0,141.9,202.6,489.5,165.0,USAPL
Lifter 355,M,SBD,Raw,42.0,92.3,82.2,141.5,221.0,444.7,179.2,USAPL
Lifter 356,F,SBD,Single-ply,37.0,91.3,103.8,75.6,135.3,314.7,127.9,USAPL
Lifter 357,F,SBD,Wraps,54.0,55.3,49.8,32.7,54.2,136.7,80.9,IPF
Lifter 358,M,SBD,Raw,30.0,85.5,162.4,117.4,175.9,455.7,194.5,IPF
Lifter 359,M,SBD,Raw,37.0,93.3,167.5,123.9,188.6,480.0,191.9,IPF
Lifter 360,F,SBD,Raw,,84.6,99.9,50.3,101.3,251.5,108.2,USPA
Lifter 361,M,SBD,Raw,46.0,107.7,181.2,107.9,187.5,476.6,171.1,IPF
Lifter 362,M,SBD,Raw,46.0,106.3,151.1,116.8,207.4,475.3,172.3,IPF
Lifter 363,M,SBD,Raw,41.0,85.5,168.7,95.6,180.6,444.9,189.9,USAPL
Lifter 364,M,SBD,Wraps,47.0,96.3,128.2,132.0,174.3,434.5,169.6,USPA
Lifter 365,M,SBD,Raw,42.0,66.7,123.0,90.8,114.9,328.7,169.0,IPF
Lifter 366,F,SBD,Raw,58.0,73.2,46.8,32.3,44.8,123.9,59.4,USPA
Lifter 367,F,SBD,Raw,30.0,57.6,70.8,49.3,90.2,210.3,120.7,IPF
Lifter 368,M,SBD,Single-ply,46.0,61.8,111.9,70.7,124.9,307.5,167.4,USAPL
Lifter 369,F,SBD,Raw,36.0,52.1,81.8,32.8,78.5,193.1,119.5,USAPL
Lifter 370,F,SBD,Raw,38.0,74.2,92.6,47.2,97.0,236.8,112.4,USAPL
Lifter 371,M,SBD,Raw,59.0,67.9,78.7,67.9,84.4,231.0,117.2,USAPL
Lifter 372,M,SBD,Raw,,103.2,108.5,81.2,144.2,333.9,123.7,USAPL
Lifter 373,M,SBD,Raw,54.0,88.8,118.3,72.0,141.1,331.4,137.5,USAPL
Lifter 374,M,SBD,Wraps,32.0,114.7,182.3,100.9,196.4,479.6,164.2,WRPF
Lifter 375,M,SBD,Raw,31.0,121.2,188.4,112.5,206.0,506.9,166.5,USAPL
Lifter 376,F,SBD,Raw,26.0,58.1,78.7,57.8,80.4,216.9,123.7,USAPL
Lifter 377,m,SBD,Raw,55.0,130.5,133.6,116.3,142.0,391.9,121.8,USAPL
Lifter 378,M,SBD,Raw,28.0,110.3,170.6,150.5,247.9,569.0,200.6,USAPL
Lifter 379,F,SBD,Raw,34.0,65.3,81.7,50.8,92.0,224.5,117.3,USAPL
Lifter 380,M,SBD,Raw,,85.4,195.0,87.7,104.8,387.5,165.5,IPF
Lifter 381,F,SBD,Wraps,31.0,66.8,88.4,57.5,110.9,256.8,131.9,USPA
Lifter 382,F,SBD,Raw,23.0,77.8,91.5,70.4,79.6,241.5,110.6,IPF
Lifter 383,M,SBD,Raw,33.0,109.3,189.9,163.5,156.8,510.2,181.1,IPF
Lifter 384,M,SBD,Raw,39.0,99.4,133.4,117.2,190.1,440.7,168.0,USAPL
Lifter 385,F,SBD,Raw,27.0,84.2,92.4,69.2,100.5,262.1,113.2,USAPL
Lifter 386,F,SBD,Raw,30.0,68.7,66.0,62.1,75.2,203.3,102.2,WRPF
Lifter 387,F,SBD,Raw,53.0,58.5,56.7,41.8,63.9,162.4,92.1,USPA
Lifter 388,M,SBD,Raw,29.0,86.5,117.8,110.2,159.1,387.1,163.8,IPF
Lifter 389,F,SBD,Raw,36.0,80.8,81.5,48.3,120.9,250.7,111.6,IPF
Lifter 390,M,SBD,Raw,37.0,84.7,184.4,116.7,135.2,436.3,187.5,USAPL
Lifter 391,M,SBD,Raw,30.0,114.8,203.8,135.8,159.9,499.5,170.9,IPF
Lifter 392,M,SBD,Raw,,124.7,186.8,111.4,209.1,507.3,163.1,USAPL
Lifter 393,F,SBD,Raw,,76.6,73.3,48.3,74.0,195.6,90.7,IPF
Lifter 394,M,SBD,Single-ply,26.0,95.1,220.2,98.4,250.4,569.0,224.2,USAPL
Lifter 395,M,SBD,Single-ply,,94.6,230.5,108.1,206.4,545.0,215.6,USPA
Lifter 396,F,SBD,Raw,30.0,44.0,56.9,49.0,63.4,169.3,118.9,USAPL
Lifter 397,M,SBD,Wraps,34.0,74.7,164.4,110.7,167.7,442.8,209.1,IPF
Lifter 398,M,SBD,Multi-ply,,74.9,174.4,114.5,166.1,455.0,214.5,USAPL
Lifter 399,M,SBD,Raw,23.0,108.4,97.5,104.2,225.5,427.2,152.6,WRPF
Lifter 400,M,SBD,Wraps,37.0,84.4,126.0,85.6,199.6,411.2,177.2,IPF
Lifter 401,F,SBD,Raw,22.0,44.0,75.7,31.6,53.8,161.1,113.2,USPA
Lifter 402,F,SBD,Wraps,59.0,97.8,93.3,52.2,66.7,212.2,81.9,WRPF
Lifter 403,M,SBD,Raw,,87.0,104.5,84.2,123.2,311.9,131.4,IPF
Lifter 404,F,SBD,Raw,21.0,66.8,74.2,53.0,65.9,193.1,99.2,IPF
Lifter 405,F,SBD,Raw,39.0,50.0,83.5,41.7,53.5,178.7,114.0,IPF
Lifter 406,M,SBD,Single-ply,24.0,120.2,210.6,136.4,211.7,558.7,184.7,WRPF
Lifter 407,F,SBD,Raw,,86.6,92.9,51.2,84.8,228.9,96.8,USAPL
Lifter 408,M,SBD,Raw,33.0,69.9,166.9,96.4,121.9,385.2,191.2,USPA
Lifter 409,F,SBD,Single-ply,49.0,77.4,76.9,50.0,63.9,190.8,87.7,IPF
Lifter 410,F,SBD,Raw,47.0,84.1,102.4,49.0,81.3,232.7,100.5,USAPL
Lifter 411,M,SBD,Raw,34.0,104.7,201.5,120.4,166.0,487.9,178.9,USAPL
Lifter 412,M,SBD,Multi-ply,36.0,128.2,224.9,144.8,292.2,661.9,208.5,IPF
Lifter 413,F,SBD,Raw,30.0,54.0,75.2,37.8,69.2,182.2,109.8,USPA
Lifter 414,M,SBD,Raw,25.0,100.0,151.6,133.8,179.5,464.9,176.4,USAPL
Lifter 415,M,SBD,Raw,36.0,85.4,172.7,85.6,167.8,426.1,182.0,IPF
Lifter 416,M,SBD,Raw,44.0,94.8,167.7,100.2,161.3,429.2,169.5,USPA
Lifter 417,F,SBD,Raw,38.0,76.7,75.5,47.0,93.3,215.8,99.9,USAPL
Lifter 418,M,SBD,Raw,35.0,101.9,208.0,87.0,182.2,477.2,178.5,IPF
Lifter 419,F,SBD,Raw,42.0,53.1,61.3,54.8,71.9,188.0,114.7,IPF
Lifter 420,M,SBD,Raw,,61.1,93.4,79.9,146.8,320.1,175.8,USAPL
Lifter 421,M,SBD,Wraps,,122.6,162.7,61.5,299.1,523.3,170.4,IPF
Lifter 422,M,SBD,Raw,34.0,93.8,155.1,132.6,213.6,501.3,199.6,USAPL
Lifter 423,M,SBD,Raw,36.0,123.7,199.1,100.5,159.1,458.7,148.4,IPF
Lifter 424,M,SBD,Raw,,75.5,143.6,78.5,165.4,387.5,181.5,IPF
Lifter 425,F,SBD,Raw,31.0,71.6,65.0,63.9,61.8,190.7,93.0,USPA
Lifter 426,M,SBD,Raw,,88.0,107.9,70.2,132.1,310.2,129.6,WRPF
Lifter 427,F,SBD,Raw,26.0,73.3,75.5,70.4,87.2,233.1,111.7,WRPF
Lifter 428,M,SBD,Single-ply,60.0,99.2,108.2,67.4,131.5,307.1,117.2,IPF
Lifter 429,F,SBD,Wraps,38.0,79.4,88.2,65.7,93.6,247.5,111.7,IPF
Lifter 430,F,SBD,Raw,24.0,57.5,68.8,55.0,80.7,204.5,117.5,IPF
Lifter 431,F,SBD,Raw,46.0,59.7,77.2,54.7,64.2,196.1,109.6,WRPF
Lifter 432,F,SBD,Raw,26.0,75.4,105.7,57.8,77.6,241.1,113.1,IPF
Lifter 433,F,SBD,Single-ply,45.0,54.1,75.7,38.3,63.6,177.6,106.8,USAPL
Lifter 434,M,SBD,Raw,41.0,70.9,107.3,54.2,162.1,323.6,158.9,USPA
Lifter 435,M,SBD,Wraps,38.0,105.4,151.7,151.8,180.1,483.6,176.4,WRPF
Lifter 436,M,SBD,Raw,40.0,87.3,145.3,101.3,170.8,417.4,175.4,USPA
Lifter 437,M,SBD,Raw,40.0,83.2,128.6,90.3,168.6,387.5,168.8,USPA
Lifter 438,F,SBD,Raw,35.0,58.5,80.8,51.2,101.5,233.5,132.5,IPF
Lifter 439,M,SBD,Raw,61.0,97.3,91.5,62.4,117.2,271.1,105.0,USAPL
Lifter 440,F,SBD,Raw,53.0,73.4,67.4,,66.1,,85.8,USAPL
Lifter 441,M,SBD,Raw,,68.3,144.4,92.1,131.0,367.5,185.6,USAPL
Lifter 442,F,SBD,Single-ply,34.0,87.8,125.2,67.0,111.1,303.3,126.9,IPF
Lifter 443,M,SBD,Raw,33.0,102.0,138.3,85.3,152.1,375.7,140.5,IPF
Lifter 444,M,SBD,Raw,40.0,81.4,132.0,93.3,167.0,392.3,173.7,IPF
Lifter 445,f,SBD,Raw,33.0,63.0,78.7,,83.1,,114.6,IPF
Lifter 446,F,SBD,Wraps,35.0,58.4,75.4,47.6,78.1,201.1,114.2,WRPF
Lifter 447,M,SBD,Wraps,46.0,95.7,153.8,120.5,120.1,394.4,154.7,IPF
Lifter 448,M,SBD,Raw,54.0,103.1,112.3,90.5,122.6,325.4,120.7,IPF
Lifter 449,m,SBD,Raw,40.0,86.8,146.0,105.1,102.6,353.7,149.3,USAPL
Lifter 450,M,SBD,Raw,,108.2,184.7,139.0,152.0,475.7,170.2,IPF
Lifter 451,F,SBD,Wraps,39.0,54.5,85.6,55.2,81.9,222.7,133.2,USAPL
Lifter 452,F,SBD,Multi-ply,24.0,81.6,144.1,77.8,123.0,344.9,152.4,IPF
Lifter 453,M,SBD,Single-ply,45.0,116.6,257.8,147.8,198.0,603.6,204.1,WRPF
Lifter 454,M,SBD,Raw,47.0,77.0,114.3,57.3,132.5,304.1,140.4,USAPL
Lifter 455,M,SBD,Raw,50.0,76.5,139.0,59.3,107.0,305.3,141.6,WRPF
Lifter 456,F,SBD,Wraps,74.0,88.3,42.7,26.1,46.7,115.5,48.1,WRPF
Lifter 457,M,SBD,Raw,32.0,99.7,190.1,105.4,205.8,501.3,190.7,WRPF
Lifter 458,F,SBD,Multi-ply,56.0,81.9,88.8,47.4,98.0,234.2,103.2,USAPL
Lifter 459,M,SBD,Raw,,87.6,95.5,87.6,125.5,308.6,129.3,USPA
Lifter 460,M,SBD,Raw,39.0,57.6,141.4,,96.1,,181.1,USAPL
Lifter 461,M,SBD,Raw,26.0,87.5,207.4,91.4,137.3,436.1,182.9,USAPL
Lifter 462,F,SBD,Raw,52.0,79.5,66.8,33.0,87.1,186.9,84.2,USAPL
Lifter 463,M,SBD,Wraps,57.0,104.3,135.5,,165.7,,139.9,WRPF
Lifter 464,M,SBD,Raw,28.0,92.6,216.0,139.8,141.1,496.9,199.8,USPA
Lifter 465,F,SBD,Raw,44.0,81.5,94.5,71.9,85.9,252.3,111.6,WRPF
Lifter 466,M,SBD,Raw,38.0,94.3,162.6,115.1,137.1,414.8,164.5,USAPL
Lifter 467,F,SBD,Raw,38.0,89.7,102.6,,112.5,,114.9,USAPL
Lifter 468,M,SBD,Wraps,24.0,104.3,187.8,138.6,228.4,554.8,204.0,USPA
Lifter 469,M,SBD,Raw,52.0,94.2,159.0,85.7,149.9,394.6,156.6,WRPF
Lifter 470,M,SBD,Raw,34.0,88.6,196.3,87.1,185.8,469.2,195.0,IPF
Lifter 471,M,SBD,Raw,64.0,113.1,84.0,58.9,112.3,255.2,88.3,IPF
Lifter 472,M,SBD,Raw,35.0,108.6,120.7,,239.6,,166.7,USAPL
Lifter 473,M,SBD,Raw,33.0,74.7,117.5,102.6,101.7,321.8,152.0,IPF
Lifter 474,M,SBD,Raw,33.0,97.4,126.3,113.9,171.7,411.9,159.4,USAPL
Lifter 475,M,SBD,Raw,36.0,122.4,196.0,131.2,153.8,481.0,156.9,IPF
Lifter 476,M,SBD,Raw,36.0,93.5,168.9,140.7,172.0,481.6,192.2,USPA
Lifter 477,M,SBD,Raw,52.0,66.2,109.3,,124.2,,157.9,WRPF
Lifter 478,M,SBD,Raw,36.0,99.9,119.0,104.3,216.9,440.2,167.2,USPA
Lifter 479,M,SBD,Raw,55.0,85.8,145.4,58.4,117.8,321.6,136.9,USAPL
Lifter 480,M,SBD,Raw,52.0,92.7,113.5,90.2,148.5,352.2,141.5,USAPL
Lifter 481,M,SBD,Raw,49.0,72.8,107.8,72.5,100.4,280.7,135.2,IPF
Lifter 482,M,SBD,Raw,47.0,98.7,152.7,91.6,131.8,376.1,144.1,IPF
Lifter 483,M,SBD,Raw,29.0,80.4,160.4,,159.4,,174.5,WRPF
Lifter 484,M,SBD,Single-ply,48.0,108.1,176.3,93.2,218.0,487.5,174.5,IPF
Lifter 485,M,SBD,Raw,52.0,119.0,166.8,,157.4,,151.4,WRPF
Lifter 486,M,SBD,Raw,56.0,95.7,117.5,88.6,142.6,348.7,136.8,IPF
Lifter 487,M,SBD,Single-ply,25.0,73.0,194.2,95.9,183.4,473.5,227.5,IPF
Lifter 488,M,SBD,Raw,51.0,76.9,82.6,67.2,125.8,275.6,127.4,USAPL
Lifter 489,M,SBD,Single-ply,25.0,95.5,179.9,110.8,188.3,479.0,188.2,IPF
Lifter 490,F,SBD,Raw,45.0,67.5,96.7,55.7,90.3,242.7,123.7,IPF
Lifter 491,M,SBD,Raw,43.0,81.5,129.1,72.8,165.2,367.1,162.4,USAPL
Lifter 492,M,SBD,Raw,30.0,88.0,141.3,108.9,186.7,436.9,182.5,USAPL
Lifter 493,M,SBD,Raw,39.0,103.6,158.0,127.1,184.1,469.2,173.4,USAPL
Lifter 494,F,SBD,Raw,37.0,70.8,95.8,53.6,66.1,215.5,106.0,USAPL
Lifter 495,M,SBD,Single-ply,,91.8,207.0,,212.0,,210.2,WRPF
Lifter 496,M,SBD,Raw,38.0,104.2,178.9,130.5,221.2,530.6,195.2,USAPL
Lifter 497,M,SBD,Raw,42.0,91.9,133.1,91.2,187.6,411.9,166.5,USAPL
Lifter 498,M,SBD,Raw,35.0,98.3,131.7,106.8,186.7,425.2,163.4,USAPL
Lifter 499,M,SBD,Raw,71.0,79.0,58.2,42.3,72.6,173.1,78.4,IPF
Lifter 500,F,SBD,Raw,42.0,64.2,63.9,47.6,60.1,171.6,90.8,USAPL
Lifter 501,F,SBD,Wraps,34.0,64.3,106.3,,96.1,,137.4,USAPL
Lifter 502,F,SBD,Raw,33.0,44.0,57.4,33.5,70.7,161.6,113.5,USAPL
Lifter 503,M,SBD,Raw,47.0,100.4,121.3,85.3,169.8,376.4,142.4,WRPF
Lifter 504,M,SBD,Wraps,79.0,74.2,46.6,37.7,84.2,168.5,80.0,WRPF
Lifter 505,F,SBD,Raw,53.0,56.4,59.0,,41.9,,90.3,USPA
Lifter 506,M,SBD,Raw,38.0,50.9,102.3,,120.6,,167.4,USAPL
Lifter 507,F,SBD,Single-ply,24.0,54.1,89.0,46.7,98.3,234.0,140.8,USPA
Lifter 508,M,SBD,Raw,30.0,120.8,191.4,111.2,191.1,493.7,162.6,USAPL
Lifter 509,M,SBD,Raw,32.0,81.4,152.4,93.9,118.6,364.9,161.6,WRPF
Lifter 510,M,SBD,Single-ply,24.0,87.2,200.4,97.5,158.7,456.6,192.0,IPF
Lifter 511,F,SBD,Raw,36.0,77.4,90.5,67.8,116.9,275.2,126.6,USAPL
Lifter 512,M,SBD,Wraps,45.0,75.6,128.6,88.0,153.8,370.4,173.4,WRPF
Lifter 513,M,SBD,Wraps,34.0,101.4,187.4,137.3,180.1,504.8,189.6,WRPF
Lifter 514,M,SBD,Raw,,77.0,143.3,51.8,163.0,358.1,165.3,USAPL
Lifter 515,M,SBD,Raw,33.0,103.5,179.1,92.6,137.9,409.6,151.5,USAPL
Lifter 516,M,SBD,Raw,26.0,87.1,168.4,88.3,166.4,423.1,178.1,IPF
Lifter 517,F,SBD,Raw,31.0,91.1,78.2,80.9,68.4,227.5,92.6,WRPF
Lifter 518,M,SBD,Raw,31.0,71.0,109.1,108.3,113.4,330.8,162.3,IPF
Lifter 519,F,SBD,Raw,25.0,72.0,89.1,53.6,88.0,230.7,112.0,WRPF
Lifter 520,F,SBD,Raw,29.0,58.0,59.0,53.8,102.9,215.7,123.2,USAPL
Lifter 521,M,SBD,Raw,23.0,87.1,152.5,71.3,206.1,429.9,180.9,USAPL
Lifter 522,M,SBD,Raw,23.0,77.7,138.7,107.4,185.2,431.3,197.8,WRPF
Lifter 523,M,SBD,Single-ply,34.0,98.2,198.6,122.8,181.4,502.8,193.4,USAPL
Lifter 524,M,SBD,Raw,32.0,44.0,114.2,68.5,100.3,283.0,198.8,USAPL
Lifter 525,M,SBD,Raw,,117.5,87.7,60.5,106.5,254.7,85.6,USAPL
Lifter 526,F,SBD,Raw,29.0,74.4,72.8,63.4,68.1,204.3,96.8,USAPL
Lifter 527,F,SBD,Single-ply,33.0,64.2,81.1,59.1,93.3,233.5,123.5,IPF
Lifter 528,F,SBD,Raw,40.0,57.7,77.8,45.5,52.3,175.6,100.7,USAPL
Lifter 529,M,SBD,Raw,50.0,98.0,135.7,89.7,171.6,397.0,153.0,USAPL
Lifter 530,F,SBD,Wraps,55.0,68.4,60.4,38.2,69.8,168.4,85.0,IPF
Lifter 531,F,SBD,Wraps,40.0,59.2,85.3,45.3,60.7,191.3,107.6,IPF
Lifter 532,M,SBD,Raw,36.0,90.2,188.0,86.9,174.5,449.4,184.3,USAPL
Lifter 533,M,SBD,Raw,31.0,95.4,148.5,120.3,158.4,427.2,167.9,IPF
Lifter 534,M,SBD,Raw,39.0,103.1,170.7,133.5,198.9,503.1,186.6,USAPL
Lifter 535,M,SBD,Raw,54.0,84.5,89.6,70.1,117.5,277.2,119.4,WRPF
Lifter 536,M,SBD,Raw,38.0,89.5,128.1,81.7,206.7,416.5,171.8,IPF
Lifter 537,M,SBD,Wraps,,68.6,110.9,71.7,148.0,330.6,166.4,USAPL
Lifter 538,M,SBD,Raw,48.0,66.3,96.5,50.0,114.9,261.4,135.0,USAPL
Lifter 539,F,SBD,Wraps,41.0,77.4,97.2,61.9,106.1,265.2,122.0,USAPL
Lifter 540,F,SBD,Raw,44.0,67.2,74.4,39.3,67.8,181.5,92.8,WRPF
Lifter 541,M,SBD,Raw,41.0,85.7,134.3,100.6,194.5,429.4,182.9,USAPL
Lifter 542,F,SBD,Raw,29.0,63.5,47.4,50.9,96.3,194.6,103.8,IPF
Lifter 543,F,SBD,Raw,39.0,95.3,115.6,62.4,95.3,273.3,107.5,IPF
Lifter 544,M,SBD,Wraps,40.0,70.8,186.9,82.5,164.5,433.9,213.3,USPA
Lifter 545,M,SBD,Raw,60.0,95.7,96.4,69.0,120.4,285.8,112.1,WRPF
Lifter 546,M,SBD,Single-ply,31.0,111.7,188.1,155.7,205.8,549.6,191.9,USAPL
Lifter 547,M,SBD,Raw,39.0,118.5,156.2,142.9,229.2,528.3,176.5,IPF
Lifter 548,F,SBD,Raw,34.0,71.7,65.2,45.8,97.4,208.4,101.5,USAPL
Lifter 549,M,SBD,Wraps,59.0,88.5,126.9,73.5,122.8,323.2,134.4,USAPL
Lifter 550,m,SBD,Raw,51.0,55.9,117.5,50.9,125.4,293.8,172.5,USAPL
Lifter 551,M,SBD,Multi-ply,39.0,62.8,161.3,95.5,183.0,439.8,236.6,USAPL
Lifter 552,M,SBD,Wraps,19.0,118.7,166.6,43.0,181.0,390.6,130.3,USAPL
Lifter 553,F,SBD,Raw,52.0,53.0,58.1,29.4,48.7,136.2,83.2,IPF
Lifter 554,M,SBD,Raw,25.0,114.5,171.1,148.5,231.5,551.1,188.9,USPA
Lifter 555,M,SBD,Wraps,23.0,54.3,139.1,36.6,127.2,302.9,181.7,WRPF
Lifter 556,M,SBD,Raw,49.0,90.5,162.0,114.8,145.1,421.9,172.5,USAPL
Lifter 557,M,SBD,Raw,43.0,57.3,81.8,83.9,102.1,267.8,154.3,USPA
Lifter 558,M,SBD,Raw,42.0,48.6,98.8,66.5,79.0,244.3,159.3,WRPF
Lifter 559,M,SBD,Wraps,31.0,74.1,178.5,120.6,177.3,476.4,226.4,USAPL
Lifter 560,M,SBD,Wraps,24.0,128.5,183.1,106.3,228.6,518.0,162.9,USAPL
Lifter 561,M,SBD,Raw,20.0,75.9,153.5,75.3,181.3,410.1,191.4,IPF
Lifter 562,F,SBD,Raw,42.0,60.7,75.0,48.0,73.0,196.0,108.2,USPA
